path	date	wc	source_type	tc_id	verdict
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-09-46-669Z/report.md	2026-05-31	0	automated	TC-A02	FAIL
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-09-46-669Z/report.md	2026-05-31	0	automated	TC-A03	FAIL
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-09-46-669Z/report.md	2026-05-31	0	automated	TC-M13	SKIPPED
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	TC-A01	FAIL
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	TC-A02	FAIL
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	TC-A03	FAIL
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	TC-A04	FAIL
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	TC-M01	FAIL
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	TC-M02	FAIL
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	TC-M03	FAIL
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	TC-M04	FAIL
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	TC-M05	FAIL
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	TC-M06	FAIL
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	TC-M07	FAIL
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	TC-M08	FAIL
/Users/sameralzubaidi/Desktop/kids_marketplace_app/test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	TC-M09	FAIL
