path	date	wc	source_type	src_kind	tc_id	verdict
test-automation/trade-flow-v2/reports/2026-05-31T15-09-46-669Z/results.json	2026-05-31	0	automated	results.json	TC-A03	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-09-46-669Z/results.json	2026-05-31	0	automated	results.json	TC-M13	SKIPPED
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-A01	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-A02	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-A03	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-A04	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M01	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M02	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M03	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M04	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M05	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M06	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M07	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M08	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M09	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M10	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M11	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M12	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M14	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M15	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md	TC-M13	SKIPPED
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-A01	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-A02	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-A03	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-A04	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M01	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M02	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M03	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M04	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M05	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M06	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M07	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M08	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M09	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M10	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M11	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M12	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M14	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M15	FAIL
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json	TC-M13	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	REG-R01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	REG-R03	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	REG-R04	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-J01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-J02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-J03	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-J04	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-J05	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-K01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-K02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-K03	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-L01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-L02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-L03	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-L04	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-L05	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-L06	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-L07	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-L08	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-R05	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-R06	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	REG-R02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-A04	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-B01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-B03	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-B04	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-B05	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-R01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-R02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-R13	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	REG-R05	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-D01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-D02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-D03	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-D04	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-D05	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	REG-R06	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	REG-R07	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-C01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-C02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-C04	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-C05	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-C06	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-R07	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	REG-R08	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-C07	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-C08	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-A01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-A02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-A03	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-E01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-E02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-E03	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-E04	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-H01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-H02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-H03	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-H04	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q03	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q04	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q05	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q06	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q07	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q08	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q09	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q10	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q12	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q15	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q17	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-F01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-F02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-F03	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-R08	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-G04	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-I01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-I02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-I03	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-I04	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-I05	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M03	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M04	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M05	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M06	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M07	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M08	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M09	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M10	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M11	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M12	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M14	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M15	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-O01	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-O02	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-O03	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-O04	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-O05	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-O06	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-O07	FAIL
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-B02	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-B06	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-C03	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-G01	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-G02	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-G03	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-M13	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q11	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q13	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q14	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-Q16	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-R03	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-R04	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-R11	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md	TC-R12	SKIPPED
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/results.json	2026-06-02	0	automated	results.json	REG-R01	FAIL
