path	date	wc	source_type	src_kind	rollup_p_f_b_s	n_explicit	n_suffix	n_inline	tc_refs
e2e-test-results/qa-task11-nopqr-2026-08-30/report.md	2026-08-30	0	manual	report.md	27/2/2/0	32	4	0	TC-N04,TC-N05,TC-N06,TC-N09,TC-N10,TC-N11,TC-N12,TC-N13,TC-N14,TC-O01,TC-O02,TC-O03,TC-O04,TC-O05,TC-O06,TC-O07,TC-O08,TC-O1,TC-O2,TC-O3,TC-P01,TC-P02,TC-P03,TC-P04,TC-P05,TC-P06,TC-P07,TC-P08,TC-Q01,TC-Q02,TC-Q03,TC-Q04,TC-Q05,TC-Q06,TC-Q07,TC-Q08,TC-Q09,TC-Q10,TC-Q12,TC-Q13,TC-Q15,TC-Q18,TC-R01,TC-R02,TC-R03,TC-R04,TC-R05,TC-R06,TC-R07,TC-R08,TC-R09,TRD-TC-N04,TRD-TC-N05,TRD-TC-N06,TRD-TC-N09,TRD-TC-N10,TRD-TC-N11,TRD-TC-N12,TRD-TC-N13,TRD-TC-N14,TRD-TC-O01,TRD-TC-O02,TRD-TC-O03,TRD-TC-O04,TRD-TC-O05,TRD-TC-O06,TRD-TC-O07,TRD-TC-O08,TRD-TC-O1,TRD-TC-O2,TRD-TC-O3,TRD-TC-P01,TRD-TC-P02,TRD-TC-P03,TRD-TC-P04,TRD-TC-P05,TRD-TC-P06,TRD-TC-P07,TRD-TC-P08,TRD-TC-Q01,TRD-TC-Q02,TRD-TC-Q03,TRD-TC-Q04,TRD-TC-Q05,TRD-TC-Q06,TRD-TC-Q07,TRD-TC-Q08,TRD-TC-Q09,TRD-TC-Q10,TRD-TC-Q12,TRD-TC-Q13,TRD-TC-Q15,TRD-TC-Q18,TRD-TC-R01,TRD-TC-R02,TRD-TC-R03,TRD-TC-R04,TRD-TC-R05,TRD-TC-R06,TRD-TC-R07,TRD-TC-R08,TRD-TC-R09
e2e-test-results/qa-task12-close-2026-08-30/report.md	2026-08-30	0	manual	report.md		14	16	0	TC-N05,TC-N06,TC-N13,TC-N14,TC-O03,TC-O04,TC-O07,TC-O1,TC-P01,TC-P02,TC-P03,TC-P04,TC-P05,TC-P06,TC-P07,TC-P08,TC-Q05,TC-Q10,TC-Q13,TC-Q14,TC-Q15,TC-Q16,TC-Q18,TC-Q19,TC-Q20,TC-R06,TC-R07,TC-R09,TRD-TC-N05,TRD-TC-N06,TRD-TC-N13,TRD-TC-N14,TRD-TC-O03,TRD-TC-O04,TRD-TC-O07,TRD-TC-O1,TRD-TC-P01,TRD-TC-P02,TRD-TC-P03,TRD-TC-P04,TRD-TC-P05,TRD-TC-P06,TRD-TC-P07,TRD-TC-P08,TRD-TC-Q05,TRD-TC-Q10,TRD-TC-Q13,TRD-TC-Q14,TRD-TC-Q15,TRD-TC-Q16,TRD-TC-Q18,TRD-TC-Q19,TRD-TC-Q20,TRD-TC-R06,TRD-TC-R07,TRD-TC-R09
e2e-test-results/qa-task13-dt71-dt72-verify-2026-08-31/report.md	2026-08-31	0	manual	report.md	5/0/0/0	0	19	0	TC-T03,TC-T04,TC-T05,TRD-TC-T03,TRD-TC-T04,TRD-TC-T05
e2e-test-results/qa-task14-dt73-u-y-2026-08-31/report.md	2026-08-31	0	manual	report.md		0	13	4	TC-O07,TC-Q05,TC-Q15,TC-Q17,TRD-TC-O07,TRD-TC-Q05,TRD-TC-Q15,TRD-TC-Q17
e2e-test-results/qa-task15-dt75-w-t-2026-08-31/decision-outcome-log.md	2026-08-31	0	manual	decision-log		0	0	0	
e2e-test-results/qa-task15-dt75-w-t-2026-08-31/report.md	2026-08-31	0	manual	report.md		0	0	0	
e2e-test-results/qa-task16-close-trd-2026-08-31/decision-outcome-log.md	2026-08-31	0	manual	decision-log	18/0/0/0	0	0	0	
e2e-test-results/qa-task16-close-trd-2026-08-31/report.md	2026-08-31	0	manual	report.md	18/0/0/0	0	21	0	
e2e-test-results/qa-task17-z-g-dt78-81-2026-09-01/decision-outcome-log.md	2026-09-01	0	manual	decision-log	19/2/0/0	0	0	0	
e2e-test-results/qa-task17-z-g-dt78-81-2026-09-01/report.md	2026-09-01	0	manual	report.md		0	0	0	
e2e-test-results/qa-task18-close-trd-2026-09-02/report.md	2026-09-02	0	manual	report.md		0	0	0	
e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md	2026-09-02	0	manual	report.md		27	0	1	SUB-TC-A01,SUB-TC-A03,SUB-TC-A04,SUB-TC-C01,SUB-TC-C02,SUB-TC-C03,SUB-TC-C10,SUB-TC-C11,SUB-TC-C12,SUB-TC-F02,SUB-TC-H05,SUB-TC-I01,SUB-TC-I02,SUB-TC-I03,SUB-TC-I04,SUB-TC-I05,SUB-TC-I06,SUB-TC-I07,SUB-TC-I09,SUB-TC-J01,SUB-TC-J02,SUB-TC-K01,SUB-TC-M02,SUB-TC-M03,SUB-TC-M04,SUB-TC-M05,SUB-TC-N01,SUB-TC-N02,TC-A01,TC-A03,TC-A04,TC-B10,TC-C01,TC-C02,TC-C03,TC-C10,TC-C11,TC-C12,TC-F02,TC-H05,TC-I01,TC-I02,TC-I03,TC-I04,TC-I05,TC-I06,TC-I07,TC-I09,TC-J01,TC-J02,TC-K01,TC-M02,TC-M03,TC-M04,TC-M05,TC-N01,TC-N02,TRD-TC-B10
e2e-test-results/qa-task20-web-sub-e2e-2026-09-02/report.md	2026-09-02	0	manual	report.md		0	0	0	SUB-TC-N01,TC-N01
e2e-test-results/qa-task21-sub-close-2026-09-02/report.md	2026-09-02	0	manual	report.md		0	18	0	SUB-TC-C04,SUB-TC-C06,SUB-TC-C07,SUB-TC-N01,TC-C04,TC-C06,TC-C07,TC-N01
e2e-test-results/qa-task22-sub-remainder-2026-09-02/report.md	2026-09-02	0	manual	report.md		0	0	0	
e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md	2026-09-03	0	manual	report.md		0	41	0	
e2e-test-results/qa-task25-consolidated-2026-09-03/report.md	2026-09-03	0	manual	report.md		0	23	14	MSG-TC-D07,MSG-TC-D08,MSG-TC-E02,MSG-TC-E03,MSG-TC-E04,MSG-TC-E05,MSG-TC-G01,MSG-TC-G05,MSG-TC-G08,MSG-TC-H05,MSG-TC-H06,MSG-TC-R04,SUB-TC-C09,SUB-TC-D03,SUB-TC-D06,SUB-TC-E03,SUB-TC-E04,SUB-TC-L02,TC-C09,TC-D03,TC-D06,TC-D07,TC-D08,TC-E02,TC-E03,TC-E04,TC-E05,TC-G01,TC-G05,TC-G08,TC-H05,TC-H06,TC-L02,TC-R04
e2e-test-results/qa-task5-trd-f-k-2026-08-29/decision-and-outcome-log.md	2026-08-29	0	manual	decision-log		0	0	0	TC-F01,TRD-TC-F01
e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md	2026-08-29	0	manual	report.md		0	37	0	
e2e-test-results/qa-task6-e-reverify-2026-08-29/report.md	2026-08-29	0	manual	report.md	19/0/5/0	15	0	0	TC-E01,TC-E03,TC-E04,TC-E07,TC-E08,TC-E09,TC-E10,TRD-TC-E01,TRD-TC-E03,TRD-TC-E04,TRD-TC-E07,TRD-TC-E08,TRD-TC-E09,TRD-TC-E10
e2e-test-results/qa-task7-expanded-lmn-retest-2026-08-30/decision-and-outcome-log.md	2026-08-30	0	manual	decision-log		0	0	0	
e2e-test-results/qa-task7-expanded-lmn-retest-2026-08-30/report.md	2026-08-30	0	manual	report.md		0	0	0	
e2e-test-results/qa-task8-cumulative-regression-2026-08-30/report.md	2026-08-30	0	manual	report.md		0	0	0	
e2e-test-results/qa-task9-dt63-fix-verify-2026-08-30/report.md	2026-08-30	0	manual	report.md		0	6	0	TC-N03,TRD-TC-N03
e2e-test-results/qa-trd-b-c-d-e-2026-08-28/decision-outcome-log.md	2026-08-28	0	manual	decision-log	19/0/5/0	0	4	0	
e2e-test-results/qa-trd-b-c-d-e-2026-08-28/report.md	2026-08-28	0	manual	report.md	19/0/5/0	24	0	0	TC-B02,TC-B03,TC-B05c,TC-C01,TC-C02,TC-C03,TC-C04,TC-C05,TC-C06,TC-C07,TC-C08,TC-D01,TC-D02,TC-D03,TC-D04,TC-E01,TC-E02,TC-E03,TC-E04,TC-E07,TC-E08,TC-E09,TC-E10,TRD-TC-B02,TRD-TC-B03,TRD-TC-B05c,TRD-TC-C01,TRD-TC-C02,TRD-TC-C03,TRD-TC-C04,TRD-TC-C05,TRD-TC-C06,TRD-TC-C07,TRD-TC-C08,TRD-TC-D01,TRD-TC-D02,TRD-TC-D03,TRD-TC-D04,TRD-TC-E01,TRD-TC-E02,TRD-TC-E03,TRD-TC-E04,TRD-TC-E07,TRD-TC-E08,TRD-TC-E09,TRD-TC-E10
e2e-test-results/qa-trd-b01-b02-reverify-2026-08-28/report.md	2026-08-28	0	manual	report.md	2/0/0/0	2	0	2	TC-B01,TC-B02,TRD-TC-B01,TRD-TC-B02
e2e-test-results/qa-trd-b05e-j-admin-deps-2026-08-28/report.md	2026-08-28	0	manual	report.md	6/0/0/0	6	0	6	TC-B05e,TC-B05f,TC-B05g,TC-B05h,TC-B05i,TC-B05j,TRD-TC-B05e,TRD-TC-B05f,TRD-TC-B05g,TRD-TC-B05h,TRD-TC-B05i,TRD-TC-B05j
e2e-test-results/qa-trd-group-a-b-2026-08-28/decision-outcome-log.md	2026-08-28	0	manual	decision-log		1	12	0	TC-A01,TRD-TC-A01
e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md	2026-08-28	0	manual	report.md	9/2/4/5	20	0	15	TC-A01,TC-A02,TC-B01,TC-B02,TC-B03,TC-B04,TC-B05,TC-B05a,TC-B05b,TC-B05c,TC-B05d,TC-B05e,TC-B05f,TC-B05g,TC-B05h,TC-B05i,TC-B05j,TC-B06,TC-B07,TC-B08,TRD-TC-A01,TRD-TC-A02,TRD-TC-B01,TRD-TC-B02,TRD-TC-B03,TRD-TC-B04,TRD-TC-B05,TRD-TC-B05a,TRD-TC-B05b,TRD-TC-B05c,TRD-TC-B05d,TRD-TC-B05e,TRD-TC-B05f,TRD-TC-B05g,TRD-TC-B05h,TRD-TC-B05i,TRD-TC-B05j,TRD-TC-B06,TRD-TC-B07,TRD-TC-B08
e2e-test-results/qa-trd-reverify-a02-b02-b06-2026-08-28/report.md	2026-08-28	0	manual	report.md	2/1/0/0	3	0	3	TC-A02,TC-B02,TC-B06,TRD-TC-A02,TRD-TC-B02,TRD-TC-B06
e2e-test-results/spotcheck-h01-avatar-carousel-2026-08-23/report.md	2026-08-23	0	manual	report.md		0	0	0	AUTH-TC-H01,AUTH-TC-H06,TC-H01,TC-H06
e2e-test-results/spotcheck-sweeps-2026-08-23/report.md	2026-08-23	0	manual	report.md		0	2	0	AUTH-TC-B02,TC-B02
e2e-test-results/stage2/report.md	2026-08-11	0	manual	report.md		0	0	0	TC-A02,TC-A03,TC-A04,TC-A05,TC-A06,TC-A07,TC-B01,TC-B02,TC-B03,TC-B04,TC-B05,TC-B06
e2e-test-results/stage3/report.md	2026-08-11	0	manual	report.md		0	0	0	TC-A05
e2e-test-results/tabbar-after-skip-recheck-2026-08-18/report.md	2026-08-18	0	manual	report.md		0	0	0	AUTH-TC-H06,AUTH-TC-H07,TC-H06,TC-H07
e2e-test-results/trd-a01-a02-2026-08-26/report.md	2026-08-26	0	manual	report.md		0	0	5	TC-A01,TC-A02,TRD-TC-A01,TRD-TC-A02
e2e-test-results/trd-part2-2026-08-27/report.md	2026-08-27	0	manual	report.md		0	1	2	TC-A01,TC-A02,TRD-TC-A01,TRD-TC-A02
test-automation/trade-flow-v2/reports/2026-05-31T13-04-19-345Z/report.md	2026-05-31	0	automated	report.md		6	0	0	TC-N01,TC-N02
test-automation/trade-flow-v2/reports/2026-05-31T13-04-19-345Z/results.json	2026-05-31	0	automated	results.json		6	0	0	TC-A01,TC-A02,TC-A03,TC-A04,TC-N01,TC-N02
test-automation/trade-flow-v2/reports/2026-05-31T15-04-42-404Z/report.md	2026-05-31	0	automated	report.md		19	0	0	TC-M13
test-automation/trade-flow-v2/reports/2026-05-31T15-04-42-404Z/results.json	2026-05-31	0	automated	results.json		19	0	0	TC-A01,TC-A02,TC-A03,TC-A04,TC-M01,TC-M02,TC-M03,TC-M04,TC-M05,TC-M06,TC-M07,TC-M08,TC-M09,TC-M10,TC-M11,TC-M12,TC-M13,TC-M14,TC-M15
test-automation/trade-flow-v2/reports/2026-05-31T15-09-46-669Z/report.md	2026-05-31	0	automated	report.md		4	0	0	TC-A01,TC-A02,TC-A03,TC-M13
test-automation/trade-flow-v2/reports/2026-05-31T15-09-46-669Z/results.json	2026-05-31	0	automated	results.json		4	0	0	TC-A01,TC-A02,TC-A03,TC-M13
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/report.md	2026-05-31	0	automated	report.md		19	0	0	TC-A01,TC-A02,TC-A03,TC-A04,TC-M01,TC-M02,TC-M03,TC-M04,TC-M05,TC-M06,TC-M07,TC-M08,TC-M09,TC-M10,TC-M11,TC-M12,TC-M13,TC-M14,TC-M15
test-automation/trade-flow-v2/reports/2026-05-31T15-12-10-443Z/results.json	2026-05-31	0	automated	results.json		19	0	0	TC-A01,TC-A02,TC-A03,TC-A04,TC-M01,TC-M02,TC-M03,TC-M04,TC-M05,TC-M06,TC-M07,TC-M08,TC-M09,TC-M10,TC-M11,TC-M12,TC-M13,TC-M14,TC-M15
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/report.md	2026-06-02	0	automated	report.md		117	0	0	REG-R01,REG-R02,REG-R03,REG-R04,REG-R05,REG-R06,REG-R07,REG-R08,TC-A01,TC-A02,TC-A03,TC-A04,TC-B01,TC-B02,TC-B03,TC-B04,TC-B05,TC-B06,TC-C01,TC-C02,TC-C03,TC-C04,TC-C05,TC-C06,TC-C07,TC-C08,TC-D01,TC-D02,TC-D03,TC-D04,TC-D05,TC-E01,TC-E02,TC-E03,TC-E04,TC-F01,TC-F02,TC-F03,TC-G01,TC-G02,TC-G03,TC-G04,TC-H01,TC-H02,TC-H03,TC-H04,TC-I01,TC-I02,TC-I03,TC-I04,TC-I05,TC-J01,TC-J02,TC-J03,TC-J04,TC-J05,TC-K01,TC-K02,TC-K03,TC-L01,TC-L02,TC-L03,TC-L04,TC-L05,TC-L06,TC-L07,TC-L08,TC-M01,TC-M02,TC-M03,TC-M04,TC-M05,TC-M06,TC-M07,TC-M08,TC-M09,TC-M10,TC-M11,TC-M12,TC-M13,TC-M14,TC-M15,TC-O01,TC-O02,TC-O03,TC-O04,TC-O05,TC-O06,TC-O07,TC-Q01,TC-Q02,TC-Q03,TC-Q04,TC-Q05,TC-Q06,TC-Q07,TC-Q08,TC-Q09,TC-Q10,TC-Q11,TC-Q12,TC-Q13,TC-Q14,TC-Q15,TC-Q16,TC-Q17,TC-R01,TC-R02,TC-R03,TC-R04,TC-R05,TC-R06,TC-R07,TC-R08,TC-R11,TC-R12,TC-R13
test-automation/trade-flow-v2/reports/2026-06-02T10-47-07-787Z/results.json	2026-06-02	0	automated	results.json		117	0	0	REG-R01,REG-R02,REG-R03,REG-R04,REG-R05,REG-R06,REG-R07,REG-R08,TC-A01,TC-A02,TC-A03,TC-A04,TC-B01,TC-B02,TC-B03,TC-B04,TC-B05,TC-B06,TC-C01,TC-C02,TC-C03,TC-C04,TC-C05,TC-C06,TC-C07,TC-C08,TC-D01,TC-D02,TC-D03,TC-D04,TC-D05,TC-E01,TC-E02,TC-E03,TC-E04,TC-F01,TC-F02,TC-F03,TC-G01,TC-G02,TC-G03,TC-G04,TC-H01,TC-H02,TC-H03,TC-H04,TC-I01,TC-I02,TC-I03,TC-I04,TC-I05,TC-J01,TC-J02,TC-J03,TC-J04,TC-J05,TC-K01,TC-K02,TC-K03,TC-L01,TC-L02,TC-L03,TC-L04,TC-L05,TC-L06,TC-L07,TC-L08,TC-M01,TC-M02,TC-M03,TC-M04,TC-M05,TC-M06,TC-M07,TC-M08,TC-M09,TC-M10,TC-M11,TC-M12,TC-M13,TC-M14,TC-M15,TC-O01,TC-O02,TC-O03,TC-O04,TC-O05,TC-O06,TC-O07,TC-Q01,TC-Q02,TC-Q03,TC-Q04,TC-Q05,TC-Q06,TC-Q07,TC-Q08,TC-Q09,TC-Q10,TC-Q11,TC-Q12,TC-Q13,TC-Q14,TC-Q15,TC-Q16,TC-Q17,TC-R01,TC-R02,TC-R03,TC-R04,TC-R05,TC-R06,TC-R07,TC-R08,TC-R11,TC-R12,TC-R13
